0,0.000688526
0.488281,0.000504413
0.976562,0.000463088
1.46484,0.00110243
1.95312,0.00801301
2.44141,0.0117929
2.92969,0.00560682
3.41797,0.00205564
3.90625,0.00145508
4.39453,0.000850859
4.88281,0.000548558
5.37109,0.000290643
5.85938,0.000449517
6.34766,0.000148013
6.83594,0.000666611
7.32422,0.00070765
7.8125,0.000561106
8.30078,0.000705123
8.78906,0.00127984
9.27734,0.00154361
9.76562,0.00167843
10.2539,0.00206896
10.7422,0.00225546
11.2305,0.00236127
11.7188,0.00322683
12.207,0.00319285
12.6953,0.00388555
13.1836,0.00491138
13.6719,0.00788244
14.1602,0.0108175
14.6484,0.0148325
15.1367,0.0293171
15.625,0.0288628
16.1133,0.0153488
16.6016,0.0110032
17.0898,0.00883121
17.5781,0.00475984
18.0664,0.00293779
18.5547,0.00202183
19.043,0.00121454
19.5312,0.000684644
20.0195,0.000886556
20.5078,0.00139146
20.9961,0.0015019
21.4844,0.00159646
21.9727,0.00143784
22.4609,0.0009245
22.9492,0.000973143
23.4375,0.00118375
23.9258,0.000839253
24.4141,0.000985468
24.9023,0.00065692
25.3906,0.000531965
25.8789,0.000686728
26.3672,0.00104424
26.8555,0.00179218
27.3438,0.00226168
27.832,0.00242474
28.3203,0.00270465
28.8086,0.00289464
29.2969,0.00300687
29.7852,0.00317093
30.2734,0.00321765
30.7617,0.0040063
31.25,0.00323912
31.7383,0.00201122
32.2266,0.000973887
32.7148,0.00103997
33.2031,0.0007679
33.6914,0.000791453
34.1797,0.000823742
34.668,0.000799353
35.1562,0.000775947
35.6445,0.000828987
36.1328,0.000541176
36.6211,0.000324369
37.1094,0.000226991
37.5977,0.000338842
38.0859,0.000298522
38.5742,0.000349917
39.0625,0.000352829
39.5508,0.000280504
40.0391,0.000202731
40.5273,0.000200056
41.0156,0.000164798
41.5039,0.000174015
41.9922,0.000156058
42.4805,0.000189601
42.9688,0.00019686
43.457,0.000186662
43.9453,0.000143863
44.4336,0.000171737
44.9219,0.000120919
45.4102,0.000128244
45.8984,0.000133597
46.3867,0.000103181
46.875,0.00014628
47.3633,0.000128204
47.8516,0.000124809
48.3398,0.000135205
48.8281,0.000105656
49.3164,9.08248e-05
49.8047,5.81868e-05
